Local time,Ask,Bid,AskVolume,BidVolume
27.07.2020 05:02:53.130 GMT+0700,1902.312,1901.468,370,370
27.07.2020 05:02:53.231 GMT+0700,1902.472,1901.468,370,370
27.07.2020 05:02:53.522 GMT+0700,1902.362,1901.468,370,370
27.07.2020 05:02:53.572 GMT+0700,1902.472,1901.468,370,370
27.07.2020 05:02:55.274 GMT+0700,1902.492,1901.508,370,370
27.07.2020 05:02:56.085 GMT+0700,1902.452,1901.508,370,370
27.07.2020 05:02:56.186 GMT+0700,1902.492,1901.508,370,370
27.07.2020 05:02:56.792 GMT+0700,1902.462,1901.508,370,370
27.07.2020 05:02:56.842 GMT+0700,1902.492,1901.508,370,370
27.07.2020 05:02:58.143 GMT+0700,1902.342,1901.478,370,370
27.07.2020 05:02:58.194 GMT+0700,1902.472,1901.478,370,370
27.07.2020 05:02:58.482 GMT+0700,1902.462,1901.448,370,370
27.07.2020 05:02:59.298 GMT+0700,1902.542,1901.518,370,370
27.07.2020 05:02:59.604 GMT+0700,1902.492,1901.518,370,370
27.07.2020 05:03:01.019 GMT+0700,1902.292,1901.518,370,370
27.07.2020 05:03:01.070 GMT+0700,1902.292,1901.508,370,370
27.07.2020 05:03:01.171 GMT+0700,1902.562,1901.508,370,370
27.07.2020 05:03:01.234 GMT+0700,1902.512,1901.508,370,370
27.07.2020 05:03:01.284 GMT+0700,1902.602,1901.558,370,370
27.07.2020 05:03:01.335 GMT+0700,1902.542,1901.558,370,370
27.07.2020 05:03:01.579 GMT+0700,1902.562,1901.598,370,370
27.07.2020 05:03:02.332 GMT+0700,1902.432,1901.558,370,370
27.07.2020 05:03:02.382 GMT+0700,1902.602,1901.568,370,370
27.07.2020 05:03:02.432 GMT+0700,1902.642,1901.618,370,370
27.07.2020 05:03:03.093 GMT+0700,1902.662,1901.658,370,370
27.07.2020 05:03:03.686 GMT+0700,1902.702,1901.738,370,370
27.07.2020 05:03:03.736 GMT+0700,1902.752,1901.778,370,370
27.07.2020 05:03:03.787 GMT+0700,1902.782,1901.818,370,370
27.07.2020 05:03:04.143 GMT+0700,1902.812,1901.858,370,370
27.07.2020 05:03:05.062 GMT+0700,1902.862,1901.888,370,370
27.07.2020 05:03:06.601 GMT+0700,1902.812,1901.848,370,370
27.07.2020 05:03:07.851 GMT+0700,1902.872,1901.898,370,370
27.07.2020 05:03:08.620 GMT+0700,1902.742,1901.898,370,370
27.07.2020 05:03:08.671 GMT+0700,1902.782,1901.898,370,370
27.07.2020 05:03:09.047 GMT+0700,1902.872,1901.898,370,370
27.07.2020 05:03:10.088 GMT+0700,1902.912,1901.918,370,370
27.07.2020 05:03:14.049 GMT+0700,1902.812,1901.838,370,370
27.07.2020 05:03:14.099 GMT+0700,1902.852,1901.868,370,370
27.07.2020 05:03:14.250 GMT+0700,1902.592,1901.818,370,370
27.07.2020 05:03:14.351 GMT+0700,1902.782,1901.808,370,370
27.07.2020 05:03:15.142 GMT+0700,1902.822,1901.878,370,370
27.07.2020 05:03:15.242 GMT+0700,1902.832,1901.838,370,370
27.07.2020 05:03:15.749 GMT+0700,1902.832,1901.878,370,370
27.07.2020 05:03:15.882 GMT+0700,1902.792,1901.828,370,370
27.07.2020 05:03:16.688 GMT+0700,1902.702,1901.738,370,370
27.07.2020 05:03:16.789 GMT+0700,1902.672,1901.688,370,370
27.07.2020 05:03:17.679 GMT+0700,1902.692,1901.728,370,370
27.07.2020 05:03:18.092 GMT+0700,1902.742,1901.788,370,370
27.07.2020 05:03:18.316 GMT+0700,1902.692,1901.728,370,370
27.07.2020 05:03:18.367 GMT+0700,1902.772,1901.828,370,370
27.07.2020 05:03:22.092 GMT+0700,1902.722,1901.748,370,370
27.07.2020 05:03:23.341 GMT+0700,1902.762,1901.798,370,370
27.07.2020 05:03:23.391 GMT+0700,1902.792,1901.798,370,370
27.07.2020 05:03:23.442 GMT+0700,1902.742,1901.788,370,370
27.07.2020 05:03:24.242 GMT+0700,1902.702,1901.748,370,370
27.07.2020 05:03:24.610 GMT+0700,1902.552,1901.748,370,370
27.07.2020 05:03:24.711 GMT+0700,1902.692,1901.748,370,370
27.07.2020 05:03:26.101 GMT+0700,1902.922,1901.978,370,370
27.07.2020 05:03:26.202 GMT+0700,1902.952,1901.978,370,370
27.07.2020 05:03:26.303 GMT+0700,1902.732,1901.978,370,370
27.07.2020 05:03:26.353 GMT+0700,1902.952,1901.978,370,370
27.07.2020 05:03:26.403 GMT+0700,1902.772,1901.978,370,370
27.07.2020 05:03:26.454 GMT+0700,1902.882,1901.978,370,370
27.07.2020 05:03:26.927 GMT+0700,1902.932,1901.978,370,370
27.07.2020 05:03:27.676 GMT+0700,1902.932,1902.028,370,370
27.07.2020 05:03:27.726 GMT+0700,1902.892,1901.818,370,370
27.07.2020 05:03:27.776 GMT+0700,1902.842,1901.818,370,370
27.07.2020 05:03:27.827 GMT+0700,1902.892,1901.818,370,370
27.07.2020 05:03:28.112 GMT+0700,1902.832,1901.978,370,370
27.07.2020 05:03:28.162 GMT+0700,1902.942,1901.978,370,370
27.07.2020 05:03:28.541 GMT+0700,1903.042,1902.098,370,370
27.07.2020 05:03:29.145 GMT+0700,1903.092,1902.148,370,370
27.07.2020 05:03:29.196 GMT+0700,1903.112,1902.158,370,370
27.07.2020 05:03:29.296 GMT+0700,1903.162,1902.138,370,370
27.07.2020 05:03:29.347 GMT+0700,1903.172,1902.198,370,370
27.07.2020 05:03:29.982 GMT+0700,1903.242,1902.298,370,370
27.07.2020 05:03:30.392 GMT+0700,1903.302,1902.338,370,370
27.07.2020 05:03:31.213 GMT+0700,1903.252,1902.298,370,370
27.07.2020 05:03:32.472 GMT+0700,1903.292,1902.348,370,370
27.07.2020 05:03:34.321 GMT+0700,1903.302,1902.378,370,370
27.07.2020 05:03:34.372 GMT+0700,1903.302,1902.338,370,370
27.07.2020 05:03:35.374 GMT+0700,1903.052,1902.338,370,370
27.07.2020 05:03:35.425 GMT+0700,1903.052,1902.298,370,370
27.07.2020 05:03:35.526 GMT+0700,1903.282,1902.298,370,370
27.07.2020 05:03:35.952 GMT+0700,1903.452,1902.468,370,370
27.07.2020 05:03:36.053 GMT+0700,1903.502,1902.448,370,370
27.07.2020 05:03:36.109 GMT+0700,1903.522,1902.508,370,370
27.07.2020 05:03:36.536 GMT+0700,1903.572,1902.598,370,370
27.07.2020 05:03:36.730 GMT+0700,1903.612,1902.668,370,370
27.07.2020 05:03:36.781 GMT+0700,1903.562,1902.588,370,370
27.07.2020 05:03:39.201 GMT+0700,1903.612,1902.678,370,370
27.07.2020 05:03:39.315 GMT+0700,1903.502,1902.678,370,370
27.07.2020 05:03:39.365 GMT+0700,1903.462,1902.588,370,370
27.07.2020 05:03:39.466 GMT+0700,1903.542,1902.588,370,370
27.07.2020 05:03:39.731 GMT+0700,1903.422,1902.498,370,370
27.07.2020 05:03:39.782 GMT+0700,1903.472,1902.498,370,370
27.07.2020 05:03:40.032 GMT+0700,1903.482,1902.518,370,370
27.07.2020 05:03:40.427 GMT+0700,1903.442,1902.518,370,370
27.07.2020 05:03:40.477 GMT+0700,1903.482,1902.518,370,370
27.07.2020 05:03:40.671 GMT+0700,1903.272,1902.518,370,370
27.07.2020 05:03:40.722 GMT+0700,1903.422,1902.518,370,370
27.07.2020 05:03:40.871 GMT+0700,1903.252,1902.518,370,370
27.07.2020 05:03:40.971 GMT+0700,1903.412,1902.578,370,370
27.07.2020 05:03:41.545 GMT+0700,1903.382,1902.438,370,370
27.07.2020 05:03:41.967 GMT+0700,1903.262,1902.438,370,370
27.07.2020 05:03:42.067 GMT+0700,1903.262,1902.348,370,370
27.07.2020 05:03:42.118 GMT+0700,1903.312,1902.368,370,370
27.07.2020 05:03:42.412 GMT+0700,1903.312,1902.398,370,370
27.07.2020 05:03:42.519 GMT+0700,1903.372,1902.398,370,370
27.07.2020 05:03:42.950 GMT+0700,1903.382,1902.398,370,370
27.07.2020 05:03:43.366 GMT+0700,1903.162,1902.398,370,370
27.07.2020 05:03:43.416 GMT+0700,1903.382,1902.398,370,370
27.07.2020 05:03:43.734 GMT+0700,1903.372,1902.438,370,370
27.07.2020 05:03:44.517 GMT+0700,1903.222,1902.438,370,370
27.07.2020 05:03:44.617 GMT+0700,1903.352,1902.408,370,370
27.07.2020 05:03:44.793 GMT+0700,1903.242,1902.408,370,370
27.07.2020 05:03:44.844 GMT+0700,1903.382,1902.438,370,370
27.07.2020 05:03:45.805 GMT+0700,1903.442,1902.448,370,370
27.07.2020 05:03:46.347 GMT+0700,1903.202,1902.448,370,370
27.07.2020 05:03:46.397 GMT+0700,1903.292,1902.448,370,370
27.07.2020 05:03:46.498 GMT+0700,1903.462,1902.498,370,370
27.07.2020 05:03:46.598 GMT+0700,1903.532,1902.508,370,370
27.07.2020 05:03:47.062 GMT+0700,1903.542,1902.538,370,370
27.07.2020 05:03:49.082 GMT+0700,1903.542,1902.618,370,370
27.07.2020 05:03:49.361 GMT+0700,1903.542,1902.628,370,370
27.07.2020 05:03:50.401 GMT+0700,1903.692,1902.498,370,370
27.07.2020 05:03:50.502 GMT+0700,1903.692,1902.488,370,370
27.07.2020 05:03:50.672 GMT+0700,1903.642,1902.488,370,370
27.07.2020 05:03:50.722 GMT+0700,1903.642,1902.428,370,370
27.07.2020 05:03:51.123 GMT+0700,1903.602,1902.488,370,370
27.07.2020 05:03:51.342 GMT+0700,1903.602,1902.578,370,370
27.07.2020 05:03:53.372 GMT+0700,1903.632,1902.578,370,370
27.07.2020 05:03:54.129 GMT+0700,1903.632,1902.658,370,370
27.07.2020 05:03:54.230 GMT+0700,1903.682,1902.658,370,370
27.07.2020 05:03:55.197 GMT+0700,1903.272,1902.658,370,370
27.07.2020 05:03:55.247 GMT+0700,1903.392,1902.658,370,370
27.07.2020 05:03:55.348 GMT+0700,1903.662,1902.658,370,370
27.07.2020 05:03:56.559 GMT+0700,1903.632,1902.658,370,370
27.07.2020 05:03:56.610 GMT+0700,1903.632,1902.578,370,370
27.07.2020 05:03:57.334 GMT+0700,1903.642,1902.578,370,370
27.07.2020 05:03:59.126 GMT+0700,1903.292,1902.578,370,370
27.07.2020 05:03:59.227 GMT+0700,1903.432,1902.588,370,370
27.07.2020 05:03:59.505 GMT+0700,1903.432,1902.558,370,370
27.07.2020 05:03:59.656 GMT+0700,1903.482,1902.578,370,370
27.07.2020 05:03:59.757 GMT+0700,1903.172,1902.578,370,370
27.07.2020 05:03:59.807 GMT+0700,1903.142,1902.528,370,370
27.07.2020 05:03:59.908 GMT+0700,1903.192,1902.418,370,370
27.07.2020 05:04:00.008 GMT+0700,1903.392,1902.418,370,370
27.07.2020 05:04:00.131 GMT+0700,1903.432,1902.448,370,370
27.07.2020 05:04:00.283 GMT+0700,1903.022,1902.348,370,370
27.07.2020 05:04:00.333 GMT+0700,1903.142,1902.328,370,370
27.07.2020 05:04:00.434 GMT+0700,1903.362,1902.388,370,370
27.07.2020 05:04:00.534 GMT+0700,1903.162,1902.388,370,370
27.07.2020 05:04:00.585 GMT+0700,1903.312,1902.388,370,370
27.07.2020 05:04:00.819 GMT+0700,1903.012,1902.338,370,370
27.07.2020 05:04:00.869 GMT+0700,1902.982,1902.298,370,370
27.07.2020 05:04:00.970 GMT+0700,1903.102,1902.138,370,370
27.07.2020 05:04:01.082 GMT+0700,1903.172,1902.138,370,370
27.07.2020 05:04:01.133 GMT+0700,1902.902,1902.098,370,370
27.07.2020 05:04:01.183 GMT+0700,1903.082,1902.078,370,370
27.07.2020 05:04:01.377 GMT+0700,1902.902,1902.078,370,370
27.07.2020 05:04:01.478 GMT+0700,1903.082,1902.078,370,370
27.07.2020 05:04:02.172 GMT+0700,1902.902,1902.078,370,370
27.07.2020 05:04:02.222 GMT+0700,1903.082,1902.078,370,370
27.07.2020 05:04:02.399 GMT+0700,1902.902,1902.078,370,370
27.07.2020 05:04:02.450 GMT+0700,1902.902,1901.988,370,370
27.07.2020 05:04:02.550 GMT+0700,1903.012,1901.988,370,370
27.07.2020 05:04:02.709 GMT+0700,1903.012,1902.038,370,370
27.07.2020 05:04:02.788 GMT+0700,1903.022,1902.038,370,370
27.07.2020 05:04:02.888 GMT+0700,1903.022,1902.048,370,370
27.07.2020 05:04:03.357 GMT+0700,1903.112,1902.098,370,370
27.07.2020 05:04:03.408 GMT+0700,1903.132,1902.098,370,370
27.07.2020 05:04:03.458 GMT+0700,1903.082,1902.098,370,370
27.07.2020 05:04:04.125 GMT+0700,1902.932,1902.098,370,370
27.07.2020 05:04:04.226 GMT+0700,1903.022,1902.028,370,370
27.07.2020 05:04:06.363 GMT+0700,1903.102,1902.088,370,370
27.07.2020 05:04:06.909 GMT+0700,1902.892,1902.088,370,370
27.07.2020 05:04:07.010 GMT+0700,1903.072,1902.078,370,370
27.07.2020 05:04:08.898 GMT+0700,1902.992,1902.018,370,370
27.07.2020 05:04:09.105 GMT+0700,1902.862,1902.018,370,370
27.07.2020 05:04:09.155 GMT+0700,1902.832,1901.928,370,370
27.07.2020 05:04:09.206 GMT+0700,1902.942,1901.928,370,370
27.07.2020 05:04:12.912 GMT+0700,1902.772,1901.928,370,370
27.07.2020 05:04:13.012 GMT+0700,1902.852,1901.948,370,370
27.07.2020 05:04:13.122 GMT+0700,1902.842,1901.878,370,370
27.07.2020 05:04:14.752 GMT+0700,1902.882,1901.888,370,370
27.07.2020 05:04:14.853 GMT+0700,1902.862,1901.888,370,370
27.07.2020 05:04:15.609 GMT+0700,1902.842,1901.888,370,370
27.07.2020 05:04:15.660 GMT+0700,1902.702,1901.728,370,370
27.07.2020 05:04:17.102 GMT+0700,1902.552,1901.728,370,370
27.07.2020 05:04:17.153 GMT+0700,1902.702,1901.728,370,370
27.07.2020 05:04:17.963 GMT+0700,1902.742,1901.798,370,370
27.07.2020 05:04:18.064 GMT+0700,1902.692,1901.748,370,370
27.07.2020 05:04:20.925 GMT+0700,1902.652,1901.638,370,370
27.07.2020 05:04:20.975 GMT+0700,1902.682,1901.728,370,370
27.07.2020 05:04:22.481 GMT+0700,1902.812,1901.848,370,370
27.07.2020 05:04:23.372 GMT+0700,1902.642,1901.848,370,370
27.07.2020 05:04:23.423 GMT+0700,1902.792,1901.848,370,370
27.07.2020 05:04:23.573 GMT+0700,1902.872,1901.888,370,370
27.07.2020 05:04:24.401 GMT+0700,1902.902,1901.838,370,370
27.07.2020 05:04:24.451 GMT+0700,1902.932,1901.958,370,370
27.07.2020 05:04:24.681 GMT+0700,1902.972,1902.018,370,370
27.07.2020 05:04:26.654 GMT+0700,1903.102,1902.098,370,370
27.07.2020 05:04:26.827 GMT+0700,1903.152,1902.168,370,370
27.07.2020 05:04:27.827 GMT+0700,1902.942,1902.168,370,370
27.07.2020 05:04:27.928 GMT+0700,1903.102,1902.168,370,370
27.07.2020 05:04:28.040 GMT+0700,1903.152,1902.168,370,370
27.07.2020 05:04:28.281 GMT+0700,1902.612,1902.058,370,370
27.07.2020 05:04:28.332 GMT+0700,1903.042,1902.078,370,370
27.07.2020 05:04:28.382 GMT+0700,1903.012,1902.058,370,370
27.07.2020 05:04:31.161 GMT+0700,1903.062,1902.108,370,370
27.07.2020 05:04:34.134 GMT+0700,1903.132,1902.168,370,370
27.07.2020 05:04:44.511 GMT+0700,1903.202,1902.208,370,370
27.07.2020 05:04:45.192 GMT+0700,1903.382,1902.388,370,370
27.07.2020 05:04:45.293 GMT+0700,1903.572,1902.648,370,370
27.07.2020 05:04:45.393 GMT+0700,1903.642,1902.678,370,370
27.07.2020 05:04:45.494 GMT+0700,1903.612,1902.658,370,370
27.07.2020 05:04:45.695 GMT+0700,1903.632,1902.688,370,370
27.07.2020 05:04:49.721 GMT+0700,1903.532,1902.618,370,370
27.07.2020 05:04:49.772 GMT+0700,1903.562,1902.618,370,370
27.07.2020 05:04:49.823 GMT+0700,1903.542,1902.578,370,370
27.07.2020 05:04:50.155 GMT+0700,1903.382,1902.578,370,370
27.07.2020 05:04:50.205 GMT+0700,1903.422,1902.578,370,370
27.07.2020 05:04:50.256 GMT+0700,1903.542,1902.578,370,370
27.07.2020 05:04:50.372 GMT+0700,1903.432,1902.578,370,370
27.07.2020 05:04:50.422 GMT+0700,1903.542,1902.578,370,370
27.07.2020 05:04:52.461 GMT+0700,1903.512,1902.558,370,370
27.07.2020 05:04:52.792 GMT+0700,1903.482,1902.518,370,370
27.07.2020 05:04:53.783 GMT+0700,1903.312,1902.518,370,370
27.07.2020 05:04:53.834 GMT+0700,1903.312,1902.478,370,370
27.07.2020 05:04:53.934 GMT+0700,1903.332,1902.478,370,370
27.07.2020 05:04:54.063 GMT+0700,1903.462,1902.478,370,370
27.07.2020 05:04:54.542 GMT+0700,1903.512,1902.558,370,370
27.07.2020 05:04:54.592 GMT+0700,1903.482,1902.518,370,370
27.07.2020 05:04:54.793 GMT+0700,1903.552,1902.598,370,370
27.07.2020 05:04:56.926 GMT+0700,1903.402,1902.598,370,370
27.07.2020 05:04:56.976 GMT+0700,1903.442,1902.598,370,370
27.07.2020 05:04:57.027 GMT+0700,1903.552,1902.598,370,370
27.07.2020 05:04:57.745 GMT+0700,1903.452,1902.528,370,370
27.07.2020 05:04:57.795 GMT+0700,1903.512,1902.528,370,370
27.07.2020 05:04:59.841 GMT+0700,1903.512,1902.318,370,370
27.07.2020 05:04:59.892 GMT+0700,1903.632,1902.378,370,370
27.07.2020 05:04:59.942 GMT+0700,1903.632,1902.398,370,75
27.07.2020 05:05:00.043 GMT+0700,1903.555,1902.398,370,75
27.07.2020 05:05:00.144 GMT+0700,1903.575,1902.418,370,370
27.07.2020 05:05:00.543 GMT+0700,1903.575,1902.398,370,75
27.07.2020 05:05:00.593 GMT+0700,1903.525,1902.408,370,370
27.07.2020 05:05:00.657 GMT+0700,1903.575,1902.408,370,370
27.07.2020 05:05:01.453 GMT+0700,1903.565,1902.498,370,75
27.07.2020 05:05:01.503 GMT+0700,1903.595,1902.498,370,75
27.07.2020 05:05:01.705 GMT+0700,1903.572,1902.398,370,75
27.07.2020 05:05:01.755 GMT+0700,1903.485,1902.398,370,450
27.07.2020 05:05:01.806 GMT+0700,1903.545,1902.398,370,450
27.07.2020 05:05:03.103 GMT+0700,1903.535,1902.398,370,450
27.07.2020 05:05:03.204 GMT+0700,1903.545,1902.398,370,450
27.07.2020 05:05:03.865 GMT+0700,1903.535,1902.428,370,370
27.07.2020 05:05:04.613 GMT+0700,1903.535,1902.398,370,450
27.07.2020 05:05:05.188 GMT+0700,1903.562,1902.398,370,450
27.07.2020 05:05:05.546 GMT+0700,1903.575,1902.428,370,370
27.07.2020 05:05:06.838 GMT+0700,1903.565,1902.498,370,75
27.07.2020 05:05:06.939 GMT+0700,1903.645,1902.538,370,370
27.07.2020 05:05:07.039 GMT+0700,1903.715,1902.575,370,370
27.07.2020 05:05:08.304 GMT+0700,1903.715,1902.625,370,370
27.07.2020 05:05:08.405 GMT+0700,1903.722,1902.655,370,370
27.07.2020 05:05:08.560 GMT+0700,1903.722,1902.645,370,370
27.07.2020 05:05:08.610 GMT+0700,1903.592,1902.625,370,370
27.07.2020 05:05:08.661 GMT+0700,1903.615,1902.545,370,370
27.07.2020 05:05:08.761 GMT+0700,1903.622,1902.535,370,370
27.07.2020 05:05:09.558 GMT+0700,1903.622,1902.555,370,370
27.07.2020 05:05:09.954 GMT+0700,1903.622,1902.565,370,370
27.07.2020 05:05:10.285 GMT+0700,1903.592,1902.565,370,370
27.07.2020 05:05:10.335 GMT+0700,1903.575,1902.525,370,370
27.07.2020 05:05:10.386 GMT+0700,1903.622,1902.545,370,370
27.07.2020 05:05:12.796 GMT+0700,1903.622,1902.555,370,370
27.07.2020 05:05:12.912 GMT+0700,1903.662,1902.575,370,370
27.07.2020 05:05:12.962 GMT+0700,1903.662,1902.595,370,370
27.07.2020 05:05:13.257 GMT+0700,1903.725,1902.625,370,370
27.07.2020 05:05:13.307 GMT+0700,1903.742,1902.655,370,370
27.07.2020 05:05:13.408 GMT+0700,1903.742,1902.665,370,370
27.07.2020 05:05:13.587 GMT+0700,1903.792,1902.688,370,370
27.07.2020 05:05:16.091 GMT+0700,1903.792,1902.695,370,370
27.07.2020 05:05:16.192 GMT+0700,1903.792,1902.755,370,370
27.07.2020 05:05:16.292 GMT+0700,1903.792,1902.698,370,75
27.07.2020 05:05:16.499 GMT+0700,1903.822,1902.728,370,370
27.07.2020 05:05:17.982 GMT+0700,1903.862,1902.778,370,370
27.07.2020 05:05:18.208 GMT+0700,1903.885,1902.818,370,370
27.07.2020 05:05:18.258 GMT+0700,1903.852,1902.748,370,370
27.07.2020 05:05:18.701 GMT+0700,1903.812,1902.738,370,370
27.07.2020 05:05:18.868 GMT+0700,1903.792,1902.698,370,370
27.07.2020 05:05:18.919 GMT+0700,1903.745,1902.698,370,370
27.07.2020 05:05:18.974 GMT+0700,1903.765,1902.698,370,370
27.07.2020 05:05:20.109 GMT+0700,1903.785,1902.698,370,370
27.07.2020 05:05:20.851 GMT+0700,1903.775,1902.698,370,370
27.07.2020 05:05:21.404 GMT+0700,1903.745,1902.698,370,370
27.07.2020 05:05:21.801 GMT+0700,1903.755,1902.698,370,450
27.07.2020 05:05:21.852 GMT+0700,1903.775,1902.698,370,450
27.07.2020 05:05:21.905 GMT+0700,1903.785,1902.698,370,450
27.07.2020 05:05:22.154 GMT+0700,1903.795,1902.738,370,370
27.07.2020 05:05:22.273 GMT+0700,1903.805,1902.898,370,75
27.07.2020 05:05:22.324 GMT+0700,1903.855,1902.898,370,75
27.07.2020 05:05:22.424 GMT+0700,1903.935,1902.898,370,75
27.07.2020 05:05:23.042 GMT+0700,1903.945,1902.898,370,75
27.07.2020 05:05:23.092 GMT+0700,1903.945,1902.908,370,370
27.07.2020 05:05:23.193 GMT+0700,1903.905,1902.908,370,370
27.07.2020 05:05:23.347 GMT+0700,1903.905,1902.898,370,75
27.07.2020 05:05:23.447 GMT+0700,1903.862,1902.798,370,75
27.07.2020 05:05:23.498 GMT+0700,1903.945,1902.798,370,75
27.07.2020 05:05:23.548 GMT+0700,1903.775,1902.898,370,75
27.07.2020 05:05:23.599 GMT+0700,1903.875,1902.898,370,75
27.07.2020 05:05:23.727 GMT+0700,1903.895,1902.898,370,75
27.07.2020 05:05:23.827 GMT+0700,1903.765,1902.628,370,370
27.07.2020 05:05:23.928 GMT+0700,1903.825,1902.628,370,370
27.07.2020 05:05:24.532 GMT+0700,1903.895,1902.735,370,370
27.07.2020 05:05:26.441 GMT+0700,1903.885,1902.735,370,370
27.07.2020 05:05:26.542 GMT+0700,1903.892,1902.745,370,370
27.07.2020 05:05:30.191 GMT+0700,1903.582,1902.695,370,370
27.07.2020 05:05:30.242 GMT+0700,1903.635,1902.665,370,370
27.07.2020 05:05:30.342 GMT+0700,1903.675,1902.655,370,370
27.07.2020 05:05:30.393 GMT+0700,1903.735,1902.645,370,370
27.07.2020 05:05:30.493 GMT+0700,1903.825,1902.695,370,370
27.07.2020 05:05:30.673 GMT+0700,1903.832,1902.695,370,370
27.07.2020 05:05:30.723 GMT+0700,1903.762,1902.695,370,370
27.07.2020 05:05:30.774 GMT+0700,1903.762,1902.685,370,370
27.07.2020 05:05:30.925 GMT+0700,1903.745,1902.635,370,370
27.07.2020 05:05:31.025 GMT+0700,1903.762,1902.675,370,370
27.07.2020 05:05:31.250 GMT+0700,1903.752,1902.685,370,370
27.07.2020 05:05:31.351 GMT+0700,1903.735,1902.635,370,370
27.07.2020 05:05:32.415 GMT+0700,1903.692,1902.565,370,370
27.07.2020 05:05:32.466 GMT+0700,1903.695,1902.595,370,370
27.07.2020 05:05:32.517 GMT+0700,1903.695,1902.525,370,370
27.07.2020 05:05:32.567 GMT+0700,1903.822,1902.778,370,370
27.07.2020 05:05:32.668 GMT+0700,1903.872,1902.778,370,370
27.07.2020 05:05:32.719 GMT+0700,1903.922,1902.778,370,370
27.07.2020 05:05:32.810 GMT+0700,1903.842,1902.778,370,370
27.07.2020 05:05:34.133 GMT+0700,1903.912,1902.778,370,370
27.07.2020 05:05:35.385 GMT+0700,1903.942,1902.788,370,370
27.07.2020 05:05:36.302 GMT+0700,1903.942,1902.828,370,370
27.07.2020 05:05:36.708 GMT+0700,1903.992,1902.828,370,370
27.07.2020 05:05:36.912 GMT+0700,1903.992,1902.835,370,370
27.07.2020 05:05:37.206 GMT+0700,1903.992,1902.868,370,370
27.07.2020 05:05:37.365 GMT+0700,1903.952,1902.868,370,370
27.07.2020 05:05:37.864 GMT+0700,1903.962,1903.008,370,370
27.07.2020 05:05:38.014 GMT+0700,1903.962,1902.998,370,370
27.07.2020 05:05:38.126 GMT+0700,1904.085,1902.998,370,370
27.07.2020 05:05:38.226 GMT+0700,1904.112,1902.998,370,370
27.07.2020 05:05:40.632 GMT+0700,1904.022,1902.975,370,370
27.07.2020 05:05:40.683 GMT+0700,1904.092,1902.968,370,370
27.07.2020 05:05:40.733 GMT+0700,1904.092,1902.975,370,370
27.07.2020 05:05:40.834 GMT+0700,1904.092,1902.995,370,370
27.07.2020 05:05:41.081 GMT+0700,1904.102,1903.038,370,370
27.07.2020 05:05:41.421 GMT+0700,1904.062,1902.998,370,370
27.07.2020 05:05:43.106 GMT+0700,1904.062,1903.015,370,370
27.07.2020 05:05:43.157 GMT+0700,1904.152,1903.088,370,370
27.07.2020 05:05:43.258 GMT+0700,1904.182,1903.088,370,370
27.07.2020 05:05:43.429 GMT+0700,1904.122,1903.058,370,370
27.07.2020 05:05:43.630 GMT+0700,1904.122,1903.145,370,370
27.07.2020 05:05:44.264 GMT+0700,1904.122,1903.058,370,370
27.07.2020 05:05:44.563 GMT+0700,1904.082,1903.058,370,370
27.07.2020 05:05:45.944 GMT+0700,1903.982,1902.985,370,370
27.07.2020 05:05:46.136 GMT+0700,1903.982,1903.045,370,370
27.07.2020 05:05:46.629 GMT+0700,1903.982,1903.055,370,370
27.07.2020 05:05:47.613 GMT+0700,1903.982,1903.085,370,370
27.07.2020 05:05:48.162 GMT+0700,1903.982,1903.105,370,370
27.07.2020 05:05:48.541 GMT+0700,1903.982,1903.145,370,370
27.07.2020 05:05:48.642 GMT+0700,1903.982,1903.055,370,370
27.07.2020 05:05:48.743 GMT+0700,1903.982,1902.978,370,370
27.07.2020 05:05:49.252 GMT+0700,1903.932,1902.975,370,370
27.07.2020 05:05:49.715 GMT+0700,1903.932,1902.985,370,370
27.07.2020 05:05:49.816 GMT+0700,1903.892,1902.955,370,370
27.07.2020 05:05:49.916 GMT+0700,1903.852,1902.905,370,370
27.07.2020 05:05:50.110 GMT+0700,1903.852,1902.915,370,370
27.07.2020 05:05:50.160 GMT+0700,1903.922,1902.968,370,370
27.07.2020 05:05:50.561 GMT+0700,1903.922,1902.978,370,370
27.07.2020 05:05:50.674 GMT+0700,1903.922,1903.075,370,370
27.07.2020 05:05:50.901 GMT+0700,1903.872,1903.075,370,370
27.07.2020 05:05:50.952 GMT+0700,1903.792,1902.935,370,370
27.07.2020 05:05:51.052 GMT+0700,1903.792,1902.905,370,370
27.07.2020 05:05:51.103 GMT+0700,1903.792,1902.885,370,370
27.07.2020 05:05:51.204 GMT+0700,1903.852,1902.908,370,370
27.07.2020 05:05:54.532 GMT+0700,1903.722,1902.895,370,370
27.07.2020 05:05:54.583 GMT+0700,1903.762,1902.875,370,370
27.07.2020 05:05:54.683 GMT+0700,1903.762,1902.815,370,370
27.07.2020 05:05:54.734 GMT+0700,1903.762,1902.835,370,370
27.07.2020 05:05:55.022 GMT+0700,1903.762,1902.895,370,370
27.07.2020 05:05:55.072 GMT+0700,1903.762,1902.825,370,370
27.07.2020 05:05:55.525 GMT+0700,1903.762,1902.835,370,370
27.07.2020 05:05:55.576 GMT+0700,1903.872,1902.898,370,370
27.07.2020 05:05:55.626 GMT+0700,1903.872,1902.905,370,370
